,function,service,latency,speed
0,aws,aws,446.6782608695651,4.601276087234859
1,aws,gcp,402.60869565217376,0.9558905020503158
2,gcp,aws,494.03478260869565,4.809086245734551
3,gcp,gcp,437.18260869565233,0.9791345018617746
